"","Number of wins","Base Hits by batters (1B,2B,3B,HR)","Doubles by batters (2B)","Triples by batters (3B)","Homeruns by batters (4B)","Walks by batters","Strikeouts by batters","Stolen bases","Caught stealing","Batters hit by pitch (get a free base)","Hits allowed","Homeruns allowed","Walks allowed","Strikeouts by pitchers","Errors","Double Plays"
"1023",83,1457,261,42,121,477,873,96,56,56.05,1457,121,477,873,152,159
"1024",96,1388,244,32,125,536,916,163,75,52.6,1388,125,536,916,130,108
"1025",76,1386,238,28,122,526,936,162,46,56.26,1386,122,526,936,115,113
"1026",82,1338,239,31,96,474,840,198,71,55.65,1338,96,474,840,138,124
"1027",86,1316,239,28,97,530,860,144,62,54.94,1316,97,530,860,140,121
"1028",75,1301,209,32,94,548,997,179,83,57.52,1301,94,548,997,131,124
"1029",65,1345,240,43,79,502,1027,125,68,57.24,1345,79,502,1027,161,129
"1030",81,1350,255,38,96,506,1025,139,54,61.78,1350,96,506,1025,112,125
"1031",85,1459,288,37,138,497,911,103,60,56.79,1459,138,497,911,125,141
"1032",93,1548,355,35,169,555,1011,175,62,66.25,2181,238,782,1424,101,155
"1033",86,1578,293,25,123,637,1116,198,68,61.12,1775,138,717,1256,136,135
"1034",82,1445,297,29,129,554,1057,180,63,52.21,1445,129,554,1057,138,130
"1035",84,1427,314,40,133,633,1085,171,74,53.56,1427,133,633,1085,131,169
"1036",102,1578,326,28,166,621,1122,155,51,62.02,1578,166,621,1122,108,144
"1037",97,1463,293,23,168,728,1138,166,75,56.52,1463,168,728,1138,106,168
"1038",72,1547,289,36,249,673,1129,114,52,83,1547,249,673,1129,133,149
"1039",93,1500,313,29,208,581,1119,64,49,89,1500,208,581,1119,110,138
"1040",84,1441,291,32,167,589,1120,71,27,59,1441,167,589,1120,83,149
"1041",87,1466,308,30,191,557,1021,66,30,81,1466,191,557,1021,95,149
"1042",89,1400,281,32,161,481,1037,115,44,72,1400,161,481,1037,89,146
"1043",82,1407,275,27,174,585,1076,79,36,73,1407,174,585,1076,80,164
"1044",65,1463,205,41,8,173,532,252.02,115.04,56.41,3950,22,467,1436,783,100
"1045",44,1347,195,94,30,189,848,267.23,119.44,56.53,2039,45,286,1284,780,104.05
"1046",48,1389,208,90,42,386,487,429,116.05,53.47,1786,54,496,626,616,112.55
"1047",60,1320,216,40,41,283,590,420,115.45,51.92,1584,49,340,708,539,113.43
"1048",71,1639,276,42,75,456,540,305,103.66,53.45,1981,91,551,653,507,127.84
"1049",53,1227,174,75,23,353,741,315,151.73,51.26,1506,28,433,909,622,103.79
"1050",65,1485,192,90,21,508,740,558,154.48,51.67,1756,25,601,875,722,107.85
"1051",72,1469,242,83,42,428,666,183,111.69,54.76,1576,45,459,715,299,145
"1052",86,1277,212,70,30,390,533,152,125.25,54.46,1352,32,413,564,260,102
"1053",69,1311,179,32,98,522,901,129,70,53.91,1311,98,522,901,156,114
"1054",65,1341,202,41,97,514,958,97,53,57.16,1341,97,514,958,152,162
"1055",86,1331,226,40,80,493,824,131,46,54.43,1339,80,496,829,133,179
"1056",80,1385,231,27,82,562,748,89,46,53.86,1457,86,591,787,122,173
"1057",88,1440,239,40,114,644,696,105,69,52.29,1440,114,644,696,167,192
"1058",77,1448,232,42,89,550,768,146,76,51.73,1448,89,550,768,152,166
"1059",90,1490,259,57,65,484,650,218,106,57.9,1490,65,484,650,139,147
"1060",102,1549,299,77,146,522,687,170,87,53.38,1549,146,522,687,137,145
"1061",85,1596,286,79,116,528,675,207,76,51.73,1596,116,528,675,146,160
"1062",79,1497,266,46,96,473,659,157,83,60.33,2355,151,744,1036,113,148
"1063",79,1515,273,54,109,397,722,182,47,52.77,1515,109,397,722,164,178
"1064",91,1384,261,49,154,473,840,128,48,58.33,1384,154,473,840,127,160
"1065",76,1403,264,45,137,474,919,97,46,59.67,1403,137,474,919,123,153
"1066",83,1443,239,40,168,523,1034,125,43,55.69,1443,168,523,1034,131,151
"1067",85,1428,277,40,122,489,950,138,54,58.49,1437,123,492,956,125,148
"1068",92,1428,227,41,101,554,897,154,51,52.83,1428,101,554,897,111,139
"1069",82,1475,290,41,117,523,969,119,68,62.21,1475,117,523,969,125,141
"1070",72,1411,284,42,75,439,741,131,71,51.37,1411,75,439,741,122,164
"1071",84,1455,294,35,125,428,936,100,75,55.25,1455,125,428,936,96,150
"1072",90,1481,297,54,141,530,983,197,87,61.77,2086,199,747,1385,113,144
"1073",79,1434,270,39,134,534,955,135,60,55.82,1613,151,601,1074,101,189
"1074",75,1486,288,38,124,532,949,196,86,58.66,1495,125,535,955,112,185
"1075",67,1487,258,35,159,564,1068,131,66,56.15,1496,160,568,1075,89,169
"1076",72,1468,276,40,135,478,990,136,50,58.82,1477,136,481,996,126,173
"1077",77,1644,281,27,150,511,840,121,35,48,1644,150,511,840,102,185
"1078",65,1503,277,37,152,406,898,100,42,44,1503,152,406,898,117,204
"1079",83,1526,288,39,162,476,926,120,42,75,1526,162,476,926,108,143
"1080",58,1432,261,29,150,461,1057,67,48,76,1432,150,461,1057,131,169
"1081",62,1515,335,37,124,474,1040,65,34,64,1515,124,474,1040,98,189
"1082",33,1142,213,31,12,252,1085,287.19,115.38,60.28,2342,25,517,2225,1066,104.38
"1083",60,1518,162,68,17,281,77,136,78.47,52.64,12943,145,2396,657,1390,108.29
"1084",62,1316,174,73,25,279,650,286.89,132.52,53.56,2050,39,435,1013,791,104.52
"1085",77,1397,175,94,20,344,469,335.38,142.46,54.97,2021,29,498,678,631,106.35
"1086",90,1491,232,95,19,512,618,293,145.8,54.54,1763,22,605,731,721,110.72
"1087",73,1549,242,99,30,551,441,494,115.52,52.79,1873,36,666,533,679,126.09
"1088",110,1496,222,93,56,650,474,460,106.74,55.44,1769,66,769,560,498,120.97
"1089",108,1464,231,94,54,649,453,438,106.2,55.47,1839,68,815,569,401,122.02
"1090",72,1458,236,82,27,549,514,398,136.67,52.47,1724,32,649,608,511,114.28
"1091",100,1514,193,110,32,662,532,430,145.15,54.8,1593,34,696,560,419,109.99
"1092",82,1519,219,105,57,599,375,270,106.39,52.95,1922,72,758,475,487,119.06
"1093",87,1864,282,161,52,576,364,349,91.85,51.47,2305,64,712,450,482,116.19
"1094",88,1645,234,95,48,491,393,226,101.42,53.1,2034,59,607,486,402,118.32
"1095",72,1598,215,108,35,425,333,245,114.35,54.32,1976,43,526,412,367,125.57
"1096",75,1648,248,88,29,431,313,230,109.7,54.75,2023,36,529,384,447,123.33
"1097",60,1468,174,74,19,366,351,145,116.8,52.22,1640,21,409,392,373,116.68
"1098",98,1695,237,96,31,501,324,326,109.2,53.98,2019,37,597,386,361,122
"1099",94,1666,245,111,38,372,535,212,112.63,53.04,1985,45,443,637,335,118
"1100",88,1458,173,58,22,374,574,170,134.01,52.73,1712,26,439,674,323,93
"1101",83,1431,211,67,18,622,630.2,325,152.64,53.17,1705,21,741,749.2,338,117
"1102",51,1338,164,64,31,349,668.65,198,133.92,51.46,1426,33,372,737.78,435,108
"1103",70,1232,150,72,27,414,722.52,187,144.63,53.31,1313,29,441,785.51,302,78
"1104",58,1225,186,62,17,349,724.03,149,133.42,53.52,1297,18,370,797.35,292,91
"1105",69,1294,163,77,30,459,738,199,143.47,55.49,1398,32,496,797,262,121
"1106",61,1458,233,77,34,519,618,190,121.16,51.74,1544,36,550,654,270,102
"1107",71,1516,210,94,42,392,603,204,116.44,53.89,1648,46,426,656,264,136
"1108",79,1458,181,95,33,396,588,182,125.52,52.84,1534,35,417,619,261,118
"1109",85,1351,176,80,15,334,529,140,134,54.3,1440,16,356,564,254,102
"1110",99,1437,205,84,29,373,579,197,133.25,53.68,1512,31,392,609,236,95
"1111",75,1394,171,84,27,358,565,139,129.61,53.79,1496,29,384,606,263,109
"1112",73,1353,156,80,13,273,419,145,126.1,54.84,1740,17,351,539,248,95
"1113",80,1472,193,76,29,299,469,130,104.81,54.35,1703,34,346,543,252,97
"1114",98,1571,216,104,29,378,411,74,84,55.35,1653,31,398,432,238,124
"1115",82,1573,223,91,63,346,426,97,78,55.54,1676,67,369,454,247,151
"1116",80,1640,225,85,65,447,402,75,53,54.6,1725,68,470,423,306,144
"1117",97,1614,239,57,76,470,376,36,48,57.74,1698,80,494,396,206,127
"1118",75,1427,260,66,42,503,491,80,68.3,59.15,1511,44,533,520,241,101
"1119",82,1475,242,74,70,590,540,86,59.86,54.74,1562,74,625,572,230,120
"1120",84,1560,256,82,76,436,546,48,53.65,54.64,1663,81,465,582,199,164
"1121",85,1618,311,62,116,408,604,64,58.01,50.68,1702,122,429,635,191,178
"1122",69,1496,237,54,66,420,480,87,66.6,54.04,1584,70,445,508,187,127
"1123",74,1584,249,66,62,455,551,64,57.94,57.42,1677,66,482,583,199,155
"1124",70,1597,277,45,35,410,482,58,66.21,51.82,1680,37,431,507,212,113
"1125",66,1483,273,56,39,497,617,73,63.95,55.3,1570,41,526,653,229,134
"1126",75,1437,245,86,66,664,669,72,47.16,54.46,1562,72,722,727,171,161
"1127",89,1504,281,60,83,597,677,62,44.04,53.49,1592,88,632,717,186,166
"1128",93,1505,271,74,98,553,604,59,53.15,56.23,1594,104,586,640,194,116
"1129",105,1572,301,73,106,631,563,38,40.49,58.31,1654,112,664,592,170,131
"1130",86,1529,278,37,41,614,447,61,57.21,53.15,1619,43,650,473,177,145
"1131",66,1525,268,54,59,511,474,47,49.56,54.62,1604,62,538,499,207,118
"1132",92,1544,270,75,60,662,457,79,60.96,56.57,1624,63,696,481,242,151
"1133",100,1429,242,69,57,718,597,104,59.38,56.79,1484,59,746,620,181,160
"1134",99,1502,254,53,87,770,590,93,53.31,55.83,1580,92,810,621,136,173
"1135",88,1465,269,57,96,632,720,120,60.35,55.12,1541,101,665,757,168,159
"1136",102,1554,248,49,160,671,600,123,52.81,56.53,1635,168,706,631,130,170
"1137",94,1537,260,48,204,639,665,81,46.93,58.03,1617,215,672,700,134,193
"1138",100,1559,257,38,190,622,670,92,72,57.07,1609,196,642,691,132,198
"1139",102,1461,211,34,162,702,740,95,52,57.04,1547,172,743,784,111,179
"1140",110,1608,288,62,219,689,722,95,49,59.39,1692,230,725,760,124,169
"1141",97,1492,259,59,196,667,657,48,41,57.01,1570,206,702,691,136,145
"1142",104,1489,244,47,213,714,760,84,59,56.39,1577,226,756,805,141,165
"1143",98,1383,223,38,188,683,776,68,39,56.37,1455,198,718,816,117,157
"1144",88,1394,198,40,155,579,892,63,36,51.49,1466,163,609,938,134,143
"1145",75,1364,175,53,181,521,894,77,49,52.76,1435,190,548,940,153,208
"1146",91,1412,204,48,154,614,925,87,53,55.41,1466,160,638,961,118,160
"1147",86,1402,227,40,133,556,880,100,56,52.44,1475,140,585,926,130,149
"1148",94,1429,203,42,165,627,837,90,47,53.13,1503,174,660,880,143,170
"1149",100,1483,189,64,137,562,870,194,42,53.42,1456,135,552,854,188,141
"1150",99,1361,178,34,110,453,867,124,70,58.07,1361,110,453,867,158,129
"1151",80,1375,180,39,79,438,893,141,60,52.86,1375,79,438,893,170,126
"1152",97,1329,193,32,78,492,891,172,77,56.11,1329,78,492,891,134,135
"1153",95,1399,201,27,108,430,830,94,64,52.1,1399,108,430,830,133,128
"1154",73,1285,203,38,82,485,881,56,47,54.59,1285,82,485,881,160,144
"1155",76,1234,202,36,67,439,980,57,43,56.03,1234,67,439,980,144,144
"1156",85,1405,185,52,97,484,823,80,51,56.67,1405,97,484,823,109,130
"1157",88,1524,234,67,88,544,846,139,57,53.01,1533,89,547,851,134,136
"1158",89,1469,213,38,95,489,755,76,40,57.69,1469,95,489,755,131,159
"1159",89,1410,186,41,102,502,821,86,41,55.6,1474,107,525,858,169,152
"1160",96,1482,220,29,111,500,800,110,50,57.15,1491,112,503,805,126,167
"1161",102,1511,231,34,139,597,820,149,75,52.42,1511,139,597,820,157,122
"1162",88,1355,217,31,118,611,825,138,52,54.69,1355,118,611,825,127,106
"1163",92,1371,200,34,91,486,744,144,55,55.65,1371,91,486,744,128,154
"1164",98,1484,223,28,191,588,896,114,62,55.63,1484,191,588,896,124,160
"1165",95,1435,251,27,149,610,818,137,52,53.3,1435,149,610,818,140,138
"1166",79,1443,220,24,183,556,834,106,46,53.62,1443,183,556,834,118,123
"1167",91,1453,208,24,147,489,841,122,72,54.84,1444,146,486,836,122,148
"1168",93,1449,196,29,121,487,810,108,68,58.97,2134,178,717,1193,128,149
"1169",88,1487,222,32,138,528,804,151,56,54.46,1487,138,528,804,139,131
"1170",91,1358,197,34,146,541,925,166,76,53.12,1358,146,541,925,168,132
"1171",79,1316,213,23,102,488,829,109,69,57.66,1316,102,488,829,163,146
"1172",95,1434,226,28,129,539,846,136,58,53.23,1434,129,539,846,166,131
"1173",73,1389,236,23,125,445,923,128,59,51.93,1389,125,445,923,155,144
"1174",95,1354,218,25,100,440,953,132,46,57.7,1362,101,443,959,143,127
"1175",78,1329,244,17,90,513,896,82,55,58.44,1346,91,519,907,119,155
"1176",86,1436,222,27,129,538,952,141,65,56.36,1436,129,538,952,130,123
"1177",93,1366,191,29,108,583,957,126,68,57.36,1366,108,583,957,123,126
"1178",63,1333,201,34,72,503,899,142,78,55.44,1333,72,503,899,173,136
"1179",81,1458,234,28,130,492,937,126,61,57,1458,130,492,937,132,141
"1180",82,1499,227,41,163,520,976,105,53,65.28,2130,232,739,1387,125,148
"1181",90,1396,215,33,150,516,1190,124,40,58.65,1396,150,516,1190,125,143
"1182",88,1488,242,33,174,498,1079,131,64,56.87,1488,174,498,1079,116,104
"1183",83,1374,209,27,159,447,1056,137,53,56.75,1374,159,447,1056,134,154
"1184",77,1480,253,23,187,594,1030,167,68,56.53,1480,187,594,1030,137,134
"1185",86,1408,265,28,211,668,1083,95,42,51,1408,211,668,1083,135,151
"1186",86,1399,264,27,206,519,1062,89,42,56,1399,206,519,1062,116,138
"1187",92,1464,286,29,155,428,940,96,37,53,1464,155,428,940,90,134
"1188",85,1328,260,25,124,407,985,80,36,72,1328,124,407,985,119,164
"1189",71,1374,284,21,149,541,1094,58,35,67,1374,149,541,1094,106,141
"1190",88,1552,307,58,153,601,959,128,49,51,1552,153,601,959,115,174
"1191",74,1573,167,34,15,59,241,248.42,97.55,53.5,3861,37,145,592,972,108
"1192",95,1779,203,97,24,157,378,276.25,101.52,54.73,4803,65,424,1021,721,100
"1193",87,1488,190,107,23,234,509,311.07,131.13,52.57,2485,38,391,850,787,104.85
"1194",102,1506,228,104,26,219,612,334.46,129.14,54.67,2259,39,329,918,639,107.27
"1195",77,1426,182,120,27,220,648,325.4,132.53,54.97,2063,39,318,937,665,110.19
"1196",79,1541,217,105,24,488,665,241,134.22,54.14,1836,29,581,792,706,111.31
"1197",91,1691,231,117,32,519,424,555,109.95,52.45,2014,38,618,505,684,130.2
"1198",58,1412,220,80,17,386,725,382,139.25,53.23,1694,20,463,870,731,110.54
"1199",32,1466,200,88,26,376,612,238,129.93,51.62,1721,31,441,718,686,107.83
"1200",108,1608,191,80,18,503,565,419,150.02,55.25,1973,22,617,693,466,103.21
"1201",64,1475,154,82,20,524,559,272,157.16,51.73,1744,24,620,661,542,108.68
"1202",67,1287,142,65,19,461,541,293,151.11,54.3,1372,20,491,577,500,120.77
"1203",65,1536,229,95,25,629,397,263,119.63,52.34,1991,32,815,515,425,126
"1204",45,1503,216,110,52,436,454,270,108.57,52.2,1873,65,543,566,533,122.8
"1205",43,1632,211,90,42,428,399,193,97.38,52.62,2018,52,529,493,590,125.67
"1206",47,1480,176,99,46,459,528,241,118.94,53.26,1830,57,568,653,587,110.14
"1207",65,1492,199,87,50,461,565,243,114.15,52.98,1859,62,574,704,492,118.53
"1208",75,1490,161,76,34,402,460,252,132.3,53.19,1599,36,431,494,410,121.57
"1209",80,1582,205,72,43,465,400,248,116.25,55.2,1686,46,496,426,407,124.63
"1210",34,2059,209,54,7,34,81,34,20,53.22,13898,47,230,547,1512,96.67
"1211",0,891,135,0,0,0,0,0,0,55.96,24057,0,0,0,1890,88.33
"1212",64,1276,179,27,125,626,1015,167,59,54.17,1276,125,626,1015,167,149
"1213",65,1305,202,24,126,592,985,91,73,54.63,1305,126,592,985,136,142
"1214",69,1195,161,23,105,546,930,83,53,56.8,1202,106,549,936,139,153
"1215",68,1250,173,23,91,490,901,66,59,56.93,1298,95,509,936,144,151
"1216",74,1399,229,40,145,563,977,110,66,52.22,1399,145,563,977,145,167
"1217",68,1343,242,34,146,553,922,65,64,47.08,1343,146,553,922,180,162
"1218",66,1334,171,38,89,514,915,62,61,54.3,1342,90,517,921,153,161
"1219",67,1425,255,46,125,443,862,85,67,50.25,1425,125,443,862,139,165
"1220",93,1530,265,38,173,520,805,95,53,57.21,1530,173,520,805,150,144
"1221",96,1562,293,41,186,552,750,101,53,56.62,1572,187,555,755,128,154
"1222",86,1555,298,36,203,455,745,131,56,53.82,1555,203,455,745,147,189
"1223",92,1428,257,30,143,446,685,58,54,55.17,2122,213,663,1018,117,201
"1224",95,1599,277,41,216,484,714,84,52,57.4,1599,216,484,714,125,185
"1225",87,1556,281,57,132,475,665,101,49,57.77,1556,132,475,665,113,162
"1226",71,1476,252,44,102,465,751,69,34,57.62,1485,103,468,756,143,154
"1227",77,1402,257,38,128,533,992,101,50,57.34,1411,129,536,998,147,147
"1228",91,1552,272,46,163,598,1040,176,74,58.38,1552,163,598,1040,145,155
"1229",87,1409,258,26,113,439,911,159,55,53.1,1409,113,439,911,120,146
"1230",81,1415,235,32,126,455,791,165,62,54.58,1415,126,455,791,155,164
"1231",74,1408,247,36,128,519,821,164,72,52.15,1408,128,519,821,149,152
"1232",83,1523,247,53,116,556,802,106,68,54.36,1523,116,556,802,118,176
"1233",75,1472,335,30,139,587,958,83,52,64.62,2074,196,827,1350,120,183
"1234",73,1495,280,47,144,565,900,118,45,54.17,1682,162,636,1013,118,209
"1235",80,1578,304,40,178,624,986,101,48,52.86,1578,178,624,986,134,180
"1236",78,1424,296,27,136,497,973,104,55,57.81,1433,137,500,979,126,172
"1237",74,1439,266,17,152,532,1039,81,59,60.92,1439,152,532,1039,110,192
"1238",74,1533,301,30,166,662,1072,82,33,59.45,1543,167,666,1079,128,143
"1239",73,1366,297,25,177,620,1245,72,44,61,1366,177,620,1245,118,187
"1240",68,1378,273,30,209,488,1399,66,36,72,1378,209,488,1399,103,156
"1241",56,1369,269,29,139,500,1125,94,50,55,1369,139,500,1125,103,154
"1242",68,1423,266,24,196,547,1221,99,39,71,1423,196,547,1221,114,142
"1243",67,1366,297,32,136,543,1320,139,40,68,1374,137,546,1328,118,133
"1244",81,1413,327,19,175,531,1162,79,34,73,1413,175,531,1162,119,139
"1245",75,1400,301,20,180,502,1233,71,37,82,1400,180,502,1233,117,126
"1246",74,1562,233,101,40,434,414,155,99.37,54.2,1903,49,529,504,393,118
"1247",73,1594,312,79,56,392,353,144,81.57,52.78,1899,67,467,420,376,83
"1248",51,1261,203,85,20,304,547,155,129.71,51.62,1491,24,359,647,310,102
"1249",69,1203,207,73,24,320,720.25,181,140.73,53.51,1291,26,343,771.14,342,82
"1250",59,1274,156,70,28,330,719.79,252,146.67,52.34,1376,30,356,794.63,295,84
"1251",53,1334,144,62,13,418,731.6,239,151.17,50.76,1431,14,448,815.9,332,74
"1252",45,1185,159,44,10,342,684.85,145,120.98,53.29,1263,11,365,776.88,298,107
"1253",71,1261,156,49,10,482,748.92,206,153.39,55.51,1353,11,517,840.25,283,106
"1254",67,1376,167,57,17,490,691.02,226,148.9,53.05,1447,18,515,737.99,322,95
"1255",97,1383,215,92,21,503,736.92,292,162.88,55.48,1474,22,536,792.79,317,98
"1256",95,1348,164,85,20,463,626,302,164.96,56.22,1418,21,487,659,276,128
"1257",85,1310,185,85,19,494,673,231,171,56.28,1378,20,520,708,265,122
"1258",90,1297,161,84,13,485,573,197,112,56.74,1373,14,514,607,244,107
"1259",80,1311,180,64,13,566,632,196,146.69,54.48,1388,14,599,669,246,126
"1260",78,1311,183,74,4,529,608,176,147.63,54.78,1388,4,560,644,266,134
"1261",91,1448,197,62,5,476,457,173,120.04,54.13,1833,6,602,578,286,120
"1262",65,1433,205,73,28,481,591,164,124.69,52.72,1658,32,557,684,263,100
"1263",72,1626,248,86,38,461,579,172,122,55.48,1733,41,491,617,247,101
"1264",85,1554,254,102,44,489,500,118,70,55.01,1645,47,518,529,248,162
"1265",73,1467,241,80,47,482,465,99,57,54.88,1543,49,507,489,211,169
"1266",79,1520,237,98,28,563,474,108,71,52.29,1609,30,596,502,226,193
"1267",97,1639,268,93,23,540,412,121,92,53.31,1724,24,568,433,180,157
"1268",103,1692,269,76,60,572,458,144,94,53.91,1815,64,614,491,185,178
"1269",87,1647,264,105,46,599,399,132,96,53.42,1779,50,647,431,199,139
"1270",89,1629,282,92,31,524,378,140,55,51.99,1714,33,551,398,204,131
"1271",79,1588,291,98,42,506,410,116,62,53.56,1670,44,532,431,189,154
"1272",76,1540,260,70,51,593,426,92,65,54.72,1641,54,632,454,204,166
"1273",99,1704,316,103,60,565,461,106,70,52.28,1793,63,594,485,163,158
"1274",97,1670,324,98,52,506,483,76,67,53.86,1757,55,532,508,149,156
"1275",98,1646,319,105,64,531,465,74,49,53.54,1732,67,559,489,131,165
"1276",106,1690,299,92,64,574,421,69,53,53.2,1801,68,612,449,142,159
"1277",70,1611,296,75,54,608,476,50,45,49.88,1717,58,648,507,172,178
"1278",71,1685,270,101,34,631,430,57,39,54.87,1784,36,668,455,181,197
"1279",77,1651,259,89,50,626,533,65,37,55.17,1748,53,663,564,180,192
"1280",80,1719,298,77,91,615,407,70,40,51.68,1844,98,660,437,192,192
"1281",69,1581,265,84,47,583,490,100,50,52.13,1685,50,621,522,218,178
"1282",67,1528,280,70,55,492,530,99,42,51.78,1607,58,518,558,202,175
"1283",74,1580,270,84,55,494,513,83,38,56.5,1662,58,520,540,198,178
"1284",67,1463,240,53,43,623,575,105,31,53.16,1570,46,668,617,238,143
"1285",89,1406,259,53,50,641,613,150,58,56.74,1489,53,679,649,190,154
"1286",67,1458,196,44,35,494,502,134,62,52.32,1534,37,520,528,229,164
"1287",92,1446,207,66,28,573,514,116,68,54.29,1521,29,603,541,193,130
"1288",67,1298,196,50,44,552,562,56,54,51.12,1365,46,581,591,149,159
"1289",59,1318,215,79,33,601,606,80,51,52.76,1396,35,636,642,163,152
"1290",53,1399,218,43,85,624,521,48,35,50.59,1472,89,656,548,169,177
"1291",70,1436,200,56,80,706,637,44,26,53.44,1511,84,743,670,176,190
"1292",65,1472,255,47,57,589,542,47,40,50.98,1548,60,620,570,168,156
"1293",81,1443,245,56,74,635,644,69,38,55.31,1538,79,677,686,128,184
"1294",69,1359,198,73,85,642,756,39,22,53.65,1430,89,675,795,144,181
"1295",56,1343,187,57,84,566,688,26,34,54.29,1413,88,595,724,162,179
"1296",62,1370,208,65,118,726,923,39,36,52.81,1441,124,764,971,177,182
"1297",64,1304,169,40,127,502,790,23,43,53.59,1372,134,528,831,124,171
"1298",66,1268,182,34,171,544,927,54,36,52.17,1334,180,572,975,170,147
"1299",77,1350,216,45,155,614,929,55,45,51.32,1420,163,646,977,174,167
"1300",71,1370,218,41,169,604,851,48,44,51.06,1387,171,612,862,176,152
"1301",91,1445,215,39,185,649,823,33,20,57.24,1445,185,649,823,129,173
"1302",92,1417,224,35,226,550,918,32,14,56.29,1426,227,553,924,145,141
"1303",79,1413,227,46,221,553,1019,46,22,53.46,1413,221,553,1019,145,131
"1304",89,1341,219,33,144,513,844,67,42,52.44,1341,144,513,844,139,118
"1305",91,1309,216,48,131,512,976,55,37,55.25,1309,131,512,976,132,123
"1306",79,1274,207,41,105,445,966,98,54,57.51,1274,105,445,966,170,117
"1307",97,1520,246,32,163,599,906,115,70,52.7,1520,163,599,906,150,177
"1308",98,1438,230,41,153,501,905,57,52,54.72,1438,153,501,905,123,130
"1309",75,1424,199,31,117,518,857,67,45,56.54,1442,118,524,868,118,136
"1310",81,1343,191,33,98,503,952,56,43,57.89,1413,103,529,1001,167,140
"1311",81,1521,240,44,120,598,954,87,46,55.22,1521,120,598,954,139,147
"1312",82,1530,190,37,111,520,791,74,45,53.07,1530,111,520,791,151,164
"1313",77,1525,219,29,123,574,760,83,49,53.71,1554,125,585,774,172,150
"1314",85,1526,222,51,81,550,714,146,75,51.65,1526,81,550,714,172,182
"1315",85,1598,275,60,124,566,759,106,65,51.65,1608,125,570,764,145,185
"1316",77,1477,254,46,100,439,707,62,46,52.8,1486,101,442,711,147,193
"1317",61,1314,218,54,70,409,739,51,40,55.05,1953,104,608,1098,138,153
"1318",60,1427,234,44,148,474,887,38,33,56.18,1427,148,474,887,105,162
"1319",70,1463,280,41,141,467,802,44,29,56.18,1463,141,467,802,118,170
"1320",81,1473,259,33,114,437,735,39,30,56.06,1473,114,437,735,120,134
"1321",85,1422,258,35,196,523,898,113,65,56.04,1422,196,523,898,98,147
"1322",91,1508,294,31,151,528,832,107,63,52.29,1508,151,528,832,83,155
"1323",80,1542,278,35,117,478,743,111,53,60.49,1542,117,478,743,107,141
"1324",74,1458,281,39,100,445,749,96,53,53.89,1458,100,445,749,101,161
"1325",95,1557,270,42,140,526,747,107,68,55.72,1557,140,526,747,94,161
"1326",90,1544,275,27,104,527,834,123,74,55.38,1544,104,527,834,94,155
"1327",71,1480,261,27,121,493,850,83,59,57.37,1480,121,493,850,100,160
"1328",76,1566,343,33,148,515,910,135,43,66.88,2245,212,738,1305,108,142
"1329",63,1573,304,38,135,530,1031,118,64,57.95,1770,152,596,1160,113,159
"1330",78,1633,332,47,118,576,958,143,53,59.59,1633,118,576,958,94,142
"1331",68,1522,305,40,132,495,1121,151,52,55.9,1522,132,495,1121,100,170
"1332",70,1499,285,32,115,506,915,112,54,57.35,1499,115,506,915,108,135
"1333",69,1516,325,49,116,556,1021,90,45,35,1516,116,556,1021,102,155
"1334",85,1514,328,38,164,495,1083,146,67,64,1514,164,495,1083,108,121
"1335",95,1527,350,36,168,475,1096,79,62,56,1536,169,478,1103,74,125
"1336",90,1567,318,45,155,512,1027,94,44,63,1567,155,512,1027,87,114
"1337",92,1494,310,24,191,513,982,116,46,64,1494,191,513,982,101,158
"1338",83,1441,269,32,134,485,978,102,44,59,1441,134,485,978,102,171
"1339",96,1608,275,34,143,490,872,101,42,50,1608,143,490,872,84,135
"1340",95,1494,261,68,59,482,513,212,97.11,64.02,6723,266,2169,2309,522,127.42
"1341",41,1490,176,54,5,186,578,256.43,108.41,57.9,4023,14,502,1561,1015,86
"1342",108,1188,338,0,0,270,945,340.38,126.74,65.84,16038,0,3645,12758,716,104.55
"1343",93,1561,244,95,35,498,679,289,123.36,54.53,1653,37,527,719,291,120
"1344",85,1367,224,85,18,467,586,196,134.8,56.12,1457,19,498,625,255,132
"1345",24,1289,145,41,7,45,0,53.22,34.95,51.34,4443,24,155,0,1506,88.89
"1346",79,1978,211,103,5,162,74,226,102.32,53.55,9710,25,795,363,1114,102.81
"1347",102,2004,258,39,12,165,156,168,63,55.99,6012,36,495,468,978,102
"1348",89,1901,205,125,15,128,67,46,15,54.09,5811,46,391,205,1281,97.67
"1349",105,1767,249,77,20,95,0,123.36,68.09,55.57,4404,50,237,0,1092,94.1
"1350",71,1491,200,57,17,50,0,113.44,69.21,55.39,3552,41,119,0,1253,90.99
"1351",92,1723,252,120,82,601,450,286,89.85,53.05,2131,101,743,556,555,127.26
"1352",41,1334,168,41,141,624,1003,60,49,50.62,1351,143,632,1016,213,169
"1353",51,1168,156,35,96,457,1078,41,52,59.92,1168,96,457,1078,208,151
"1354",50,1202,203,27,107,392,1129,28,42,60.41,1202,107,392,1129,169,153
"1355",66,1294,188,35,99,449,998,55,46,55.52,1302,100,452,1004,160,172
"1356",61,1288,178,23,83,362,981,58,44,59.47,1288,83,362,981,157,147
"1357",73,1252,178,30,81,379,1203,72,45,65.49,1252,81,379,1203,133,142
