"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","STARS"
4,6.6,0.3,0.25,8.2,0.608,253,258,0.99362,2.27,-0.83,16.5,0,3
4,6.6,-0.83,0.29,20.6715,0.374,105,177,0.9991,3.17,1.21,8.9,0,4
0,8,-0.26,0.17,-42.4,-0.008,184,18,0.9972,3.29,0.61,9.2,0,1
3,6.9,1.525,0.42,12,0.156,36,-127,0.99323,3.19,0.34,9.3,0,1.62
2,0.6,1.38,0.15,-6.6,0.845,81,-78,0.95734,2.85,0.3,9.1,-1,1.43
5,31.3,-0.37,0.37,-2.1,-0.326,48,-276,0.9978,2.86,0.47,10.5,1,2
5,6.8,0.18,0.28,1.1,-0.106,32,327,0.98323,4.02,1.75,19.3,0,2
3,6.6,0.19,0.28,1.1,0.044,240,100,1.03487,3.22,1.68,11.2,-1,2
4,-13.5,0.29,0.49,-11.3,0.047,37,-132,0.9938,2.66,0.3554,9.4,0,1
0,7.6,0.645,0.3,-39.4,-0.154,14,57,0.95724,2.6,-0.35,10.3,-1,1
3,3.5,1.3,0.34,37.2,0.487,23,213,0.95855,3.36,-0.46,15.4,-1,2
0,-2.3,0.33,0.22,1.6,0.027,18,89,1.05404,3.73,0.38,12.5,1,1.35
0,10.7,0.31,-0.94,6.6,0.026,23,99,1.00289,3.22,1.88,12.2,1,1.27
3,7.6,0.14,-0.15,27,-0.554,98,151,1.00855,3.18,0.79,10.4,-1,2
3,6.2,0.46,0.14,28.8,0.066,26,207,0.93592,4.91,0.52,9.8,0,1.96
3,8.2,0.345,1.35,8.1,0.208,4,236,0.95418,3.68,0.43,5.3,0,1
3,7.9,0.92,-0.11,7.9,-0.088,12,117.1,0.95096,3.21,0.4389,8.8,0,2
0,7.2,0.655,0.12,1.8,0.109,7,46.245,0.99587,4.55,0.39,8.3,1,2
4,7.3,0.18,-0.72,1.4,0.114,-233,534,0.9946,2.96,-0.36,9.3,0,1
5,7.3,0.19,0.27,13.9,0.137,45,-227,1.02089,2.67,0.98,8.8,-1,2
0,20.2,0.6,0.4,-61.8,-0.335,7,-368,1.00126,3.31,2.12,11.8,0,1.19
6,1.2,0.36,1.92,8.15,0.035,141,88,0.99031,3.61,0.27,13,1,4
3,-0.2,0.25,0.34,-6.5,0.264,44,272,0.89795,3.26,0.86,10.4,-1,2
4,6.5,0.25,0.3,14.7,-0.315,219,144,0.97909,3.07,0.66,10.3,0,2.09
6,6.2,0.26,0.27,-13.9,0.038,41,351,0.9933,3.49,0.71,17.1,1,3
0,13.2,0.46,0.52,18.3,0.152,12,248,1.0006,2.43,-0.77,9,0,1.21
4,-0.3,-0.24,0.85,10,0.161,36.965,179,0.9971,3.36,2.17,0.9,0,3
3,8.4,0.26,0.4,1.7,-0.063,-6.07,60,0.9925,3.09,0.3,10.1,0,1.77
5,11.1,0.8,-0.27,9.3,0.0801,52,515,0.9952,3.02,0.33,10.6,1,3
0,11.5,0.27,-1.29,-14.4,0.053,55,740,0.99699,3.4388,0.6,9.8,0,1.4
3,18.2,-0.74,0.43,7.1,0.029,60,198,0.9952,1.74,1.6,9.4,-1,1
5,14.3,0.23,-0.08,8,0.497,-72,114,1.01337,2.82,-1.02,11,1,4
5,12.8,1.35,0.3,31.6,0.037,27.305,169,0.99601,3.25,0.37,10.4,1,4
3,7.5,0.705,0.46,13,0.25,-7,214,0.99741,3.1,0.5,9.53533333333,0,1
5,6.9,1.22,0.3,-5.8,0.223,8,97,0.9927,2.56,0.3912,15.8,0,1
6,5.5,0.39,0.66,3,0.093,12,162,1.02112,3.5,0.63,10.8,1,4
2,9.6,-0.81,0.49,4.5,-0.55,26,795,0.9981,3.24,0.57,9.6,0,2
5,4.5,1.37,-0.84,3.2,-0.443,-69,89,0.97466,3.06,0.33,12,0,3
4,4,0.29,1.86,-40.4,0.952,23,300,0.99376,2.47,0.38,10.9,1,1
4,13.4,0.32,-0.41,8.25,0.53,-3.05,-45,0.99362,2.99,-1.26,11,0,3
4,2.8,0.37,-0.78,7.4,-0.125,-185,530,1.08889,3.38,-0.99,4.3,0,2
1,6.9,-1.02,-0.91,4,0.057,13,653,0.99585,2.99,0.48,2.9,-1,1.27
5,-4.1,0.13,-1.68,12.7,-0.083,218,183,1.02905,3.32,-0.9,12.2,1,2
3,7.9,1.68,0.36,11.1,0.07,-171,162,0.98341,1.72,0.46,10.3,0,1.92
5,5.8,0.65,1.32,3.5,0.178,25,27,0.96697,3.2,1.76,11.7,1,2
5,3.6,-0.44,0.34,12.8,0.06,-166,111,1.01082,4.37,0.47,10.7,1,3
5,-1,-0.07,1.74,8.9,0.036,8,109,0.9935,3.06,-1.29,10.1,0,2
3,7.2,0.47,-1.22,21.7,0.219,14,125,0.99428,3.09,0.49,16.1,0,2
4,-11.5,0.23,1.21,-18.1,-0.313,19,7,1.01811,3.4,-0.48,1.3,1,1
0,6.9,-0.37,-1.49,7.6,0.042,-198,126.08,0.95898,2.83,0.4,8.9,0,1.41
3,10.4,0.22,-0.28,16,0.524,39,-71,0.97958,1.13,0.28,11.5,-1,3
3,7.2,0.02,1.12,1.6,0.904,-73,65.52,0.99471,3.37,0.53,15.9,0,1
0,7.8,-0.54,-0.87,3.4,-0.496,122,-91,0.98959,5.38,0.47,13,0,1.42
0,9.5,3.06,0.02,-44.1,-0.444,251,455,0.9196,2.65,0.66,12.6,0,1.53
0,7,0.15,0.28,14.7,0.642,29,149,0.99792,2.69,2.15,9,0,1.34
3,14,1.36,-0.86,-20.5,-0.243,53,130,0.99946,3.23,-1.18,8.8,-1,1
2,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.61,0.49,11.7,-1,1
0,8.4,-0.89,1.28,1.2,0.429,20,-78,0.9927,3.79,2.89,10.1,-2,1.4
0,9.2,0.36,0.53,63.2,0.11056,148,397,1.01639,2.93,0.93,18.6,-1,1.16
0,11.1,0.37,1.19,6.2,0.079,217,742,1.04102,5.56,0.59,4.2,-1,1.39
4,13.4,0.63,0.05,7.3,-0.232,61,206,0.9957,3.09,-0.51,7.9,0,2
2,3.8,-0.115,1.76,57.1,-0.128,-195,259,0.9965,3.19,0.82,9.6,-1,1.51
3,0.1,0.63,3.52,6.8,0.047,13,134,0.99303,3.23,-0.07,10,0,2
2,7,1.91,-0.81,5.6,0.128,-223,121,1.01042,2.52,0.429,8.8,-1,1.54
4,6.5,0.33,0.3,3.8,-0.521,34,88,0.99028,3.3535,0.63,9.6,-1,1
3,6.8,0.39,-1.05,3.5,-0.437,30,130,1.01727,3.0927,-1,4.2,0,1.61
4,-5.4,-0.65,0.36,9.2,0.433,-390,214,0.96911,4.14,0.56,4.4,1,2
0,6.7,-0.9,0.24,-45.7,-0.5,-35,34,0.99086,4.56,0.86,8.2,-2,1.34
3,7.5,-0.19,1.25,44.4,0.047,186,374,0.9978,1.45,-3.1,13.5,0,1
5,6.9,0.3,-0.51,-17.8,-0.193,36,122,1.00896,3.06,-0.53,11.1,0,3
4,7.2,0.29,0.4,-2.8,0.024,56,177,0.96238,1.98,0.32,10.588333333333,0,1
3,-3.3,0.28,0.23,45,0.087,156,95,1.03595,2.09,0.7,13.1,-1,2
4,-1.9,0.24,1.39,45.4,0.044,-208,939,0.9982,2.66,0.3923,9.6,-1,1
4,7.9,0.35,-0.98,31,0.634,262,832,0.95518,2.99,-0.01,1.1,0,2
5,6.9,2.02,1.38,50.05,0.048,303,-166,0.97088,2.63,-0.62,8.8,1,1
4,7,0.24,1.74,11,0.029,15,381,1.03413,3.03,-0.58,5.3,1,2
5,4.8,0.3,-0.82,2.5,0.041,-149,-214,1.02496,2.48,0.61,11.8,0,3
0,-0.7,0.38,0.14,2.2,0.289,-91,-138,1.04044,2.31,0.65,16.9,0,1.3
0,0.1,0.47,1.02,61.4,0.086,-530,-352,0.95679,3.2641,0.5104,10.1,-1,1.32
5,14.5,0.46,-2.43,-27.1,0.476,7,18,0.9947,3.32,0.79,8.908666666666,1,4
3,13.3,1.18,0.27,1,-0.363,200,312,1.00926,3.24,2.08,10.2,0,2
0,18.5,1.29,0.04,2,-0.559,-31,-285,0.94996,2.82,3.15,9.5,0,1.57
6,6,0.31,-0.84,2.3,0.042,19,120,0.98952,3.32,0.41,3.8,1,2
0,9.4,-0.7,1.86,2.9,-0.066,96,324,0.9976,2.14,0.62,0.9,1,1
2,9.6,0.44,0.24,43.2,-0.09,68,210,0.99718,2.61,0.4717,7.1,-1,3
5,8.8,0.72,0.44,6.35,0.324,-125,351,0.96402,1.74,0.4,12.6,0,1
0,6.3,0.93,1.6,1.6,0.541,-170,444,0.97083,3.28,-0.51,9.9,2,1.44
3,-0.9,0.42,-0.99,12.1,0.318,61,248,1.0051,3.31,0.392,16.2,0,1
0,9.1,1.56,-0.25,9,0.114,94,9,1.03779,3.18,0.6,10.9,0,1.21
0,12.9,-0.12,0.23,17.3,0.117,-9,99.135,1.04098,3.73,3.15,3.6,-1,1.33
4,-1.7,-0.6,0.73,7.4535,0.054,28.835,143,0.94202,2.67,-0.23,11,-1,1
4,6.9,1.055,-1.38,1.3,-0.374,240,-2,0.92426,4.06,0.7299,12.9,-1,1
0,13,-0.17,2.71,6.8,0.163,18.4,568,0.95261,2.28,0.56,10.3,-2,1
4,7.1,2.05,-1.34,16.8865,0.341,288,671,1.03805,3.44,0.6,9.1,1,3
2,6.6,-1.2,0.27,1.4,0.057,59,-191,0.9934,3.22,1.13,11.8,-2,2
3,4.2,0.33,0.18,4.9,-0.38,129,155,0.99385,3.36,-0.33,16.2,-1,1.51
4,7.4,0.16,0.3,13.7,0.056,33,173,0.99825,1.75,0.44,8.7,-1,2
3,8.2,0.28,2.01,-2.5,-0.54,61,307,0.98743,3.19,0.47,9.3,0,1.79
0,7.7,1.49,0.49,3.8,0.037,-144,-135,0.99116,2.79,-0.99,6.4,0,1
4,19.3,0.27,0.27,74.7,0.429,55,521,0.99699,3.11,-0.91,9.8,1,3
3,6.2,0.3,-0.59,24.8,0.036,-193,531,0.926325,2.01,1.17,13.3,-1,2
0,10,0.69,0.11,48.3,-0.368,223,-231,1.0306,1.96,0.24,5.4,-1,1.46
0,-3.1,1.38,0.27,-43.6,-0.286,73,148,1.02861,3.16,0.57,11.3,-1,1.25
3,6.8,0.31,3.2,10.6,0.04,-172,145,1.04023,3.19,0.88,10,0,1
4,1.8,0.54,0.31,2.1,0.508,-94,95,0.989435,3.51,-0.75,12,0,2
6,7.3,-2.05,0.95,126.9,0.044,12,143,1.0493,3.2,-0.67,15.9,1,2
0,10.2,0.8,-0.36,-3.3,0.454,100,-295,0.94964,3.52,-0.09,12.2,1,1
2,14.6,0.27,-0.53,4.5,0.537,212,111,1.04838,3.41,0.09,10,-1,1.58
5,19,0.51,-0.39,1.7,0.34,13,91,0.99538,3.36,0.54,9.3,1,2
4,19.3,2.22,0.18,1.2,0.174,40,126,1.0108,2.49,0.4,11,-1,3
5,17.5,0.25,0.19,2.4,0.049,35,166,1.03796,4.08,-0.33,10.4,1,2
4,6.8,3.37,-0.72,14.85,1.027,27,-334,1.00295,3.06,0.42,4.7,0,1
0,18.2,0.34,0.28,5.6765,-0.095,36,100,0.99064,3.26,0.39,14.5,0,1
5,1.4,-0.73,0.71,-51,0.279,34,-41,0.95029,2.83,-0.21,11.096,0,3
5,8.8,0.2,0.43,15,-0.54,-122,266,1.0008,2.28,0.79,10.2945,1,4
4,10,1.11,0.87,60.2,0.047,16,-93,0.96709,4.17,0.46,11.3,0,1
5,8.1,0.28,0.4,-31.1,0.05,-50,97,0.95242,3.69,1.55,5.3,1,2
3,14.7,0.27,0.26,-47.5,0.185,61,173,0.99699,4.31,2.38,9.8,0,2
2,7.2,1.29,0.32,-0.4,0.496,200,116.34,1.001,2.9,0.49,15.5,-1,1.44
3,8.9,0.56,1.21,1,0.002,6,24,0.99175,1.79,0.32,9.9,0,1
6,12.8,0.84,0.63,2.4,-1.022,98,215,0.9997,2.91,-0.61,10.4,2,1
0,6.6,0.35,-1.35,2.7,0.045,-212,51,0.96694,3.24,0.99,18.7,1,1
3,5.7,0.12,0.95,5.5,-0.43,214,99,1.02272,4.02,-0.23,9.5,-1,2
6,6.9,0.53,0.14,4.6,0.194,-142,17,1.0002,3.07,0.66,11.7,2,2
3,6.9,1.56,0.59,10,0.189,47.275,167,0.99282,2.55,1.86,10.2,-1,2
0,10,0.38,0.38,-40.5,-0.083,27,90,0.99914,3.15,0.65,1.8,-1,1
2,7.3,1.2,-0.33,2.5325,0.036,11,74,0.99082,2.69,0.4931,12.2,0,1.54
3,5.9,3.05,1.19,19.55,0.03,70.19,494,0.96795,3.52,0.6729,11.5,-2,2
4,17.6,0.18,-0.41,3.4,-0.293,511,119,0.99373,3.11,1.29,12.2,0,1
0,3.9,0.18,-1.64,0.9,0.049,-147,741,0.99007,2.89,0.44,16.9,1,1.45
5,16.9,0.33,-0.6,2.4,0.078,93,405,0.99311,4.37,-1.17,17.8,0,2
4,15.9,0.25,0.88,-40.7,0.052,-230,183,1.04475,3.51,-1.22,9.1,0,2
0,15.8,0.32,1.46,9.1,-0.145,46,-438,1.00793,3.94,0.57,13,-1,1
4,6.5,0.66,0.87,43,0.029,29,133,0.90832,3.33,0.64,11.5,-1,3
5,12.4,-0.89,1.31,9.05,0.054,42,508,1.01608,3.193,1.92,9.9,1,3
6,5.6,0.26,-0.82,10.6,0.03,27,753,0.9947,2.28,0.34,16.7,1,4
4,6.2,0.23,0.36,72.1,0.039,-130,14,0.99946,3.23,0.7,4.5,0,2
0,6.8,0.26,2.04,2,-0.386,159,-273,0.9974,3.21,0.8,3.2,0,1.31
3,7.5,-0.71,1.03,10.128,0.67,280,204,1.02573,3.06,0.6,8.9,0,1.8
3,6.7,0.23,-0.61,-8.9,0.06,33,35,0.99223,3.24,1.76,9.5,-1,1.69
5,6.4,0.28,-1.01,-13.8,0.045,60,221,0.9952,3.1782,0.45,9.4,1,4
0,3,0.27,1.32,6.7,1.128,35,-132,0.9958,3.29,0.3,16.1,1,1
3,9.1,0.36,0.32,1.6,0.039,26,-308,1.03433,3.09,1.38,11.9,0,2
5,13.8,1.16,-1.1,1.1,0.108,217,528,1.04102,3.69,-0.16,9.4,1,2
2,-2.7,1.35,0,1.3,0.01467,-180,75.48,0.9976,2.11,-0.51,8.3,-1,2
4,-1.8,0.45,0.29,5,-0.066,-23,108,0.99076,2.76,0.55,17,0,1
3,6,-1.24,0.15,9.7,-0.37,101,207,0.99571,3.45,-2.64,10.8,0,1
4,-4.4,1.02,0.04,1.4,0.138,41,-42,0.96032,3.75,-0.46,10.5,2,2
3,7.2,-1.03,1.37,39.8,0.057,17,82,0.98586,3.71,2.07,10.5,0,1.81
3,7.1,0.46,0.72,13.7,0.605,44,192,1.09679,3.03,0.53,9.4,0,2
3,-5.8,-0.19,-1.23,23.6,0.075,49,201,1.0014,4.24,0.6124,9.5,0,3
4,7.1,0.18,0.74,135,0.044,44,-245,0.9996,2.07,2.32,8.9,0,2
4,6,1.45,-0.75,6.3,0.245,179,-440,0.94783,2.28,0.41,15.1,1,2
5,8.4,1.1,1.95,24.95,-0.066,44.025,88,0.99524,2.98,0.76,11.8,0,4
4,6.8,0.23,0.29,12.2,0.035,-63,236,1.01015,3.33,0.4199,9.8,0,2
3,7.6,-1.01,0.28,4.2,-0.521,-42,111,0.9906,3,-1.32,15.9,-1,1.76
4,9.7,0.48,0.48,11.9,-0.282,35,-111,0.9417,4.49,0.74,12.1,0,2
0,8.3,1.54,0.43,28.2,0.598,14,-16,0.9928,3.15,0.36,17.8,-1,1
6,7.9,1.14,0.29,48.6,0.116,29.515,-222,0.9918,3.06,0.87,9.9,1,2
3,-1,-0.65,-0.23,64.5,-0.06,-64,419,0.998,3.99,0.44,9,0,2
2,9.9,0.16,0.31,6.85,0.539,31,391,0.97092,3.29,0.88,9.7,-1,1.31
5,5.6,1.32,0.27,-61.1,-0.552,52,180,0.99202,3.35,-0.06,10.7,0,3
4,-3.6,-0.65,0.4,-2.75,0.368,-25,197,0.992,3.03,1.15,11.9,-1,1
3,7.4,0.84,-0.62,-39.8,0.036,19,113,0.9926,2.49,1.44,4.1,0,1.77
6,7.9,0.19,0.37,5.85,0.276,37,93,0.9434,3.16,0.5863,14.7,1,4
4,-1.4,0.22,0.1,-4.1,0.044,17,-140,0.9937,2.42,0.96,9.2,1,2
5,19.4,2.38,0.35,20.6,-0.58,-22,98,0.98834,1.71,-0.15,9.5,1,3
0,8.2,-1.07,0.63,1.6,0.081,-284,29,0.97646,3.3,1.85,17.7,-1,1.42
4,7.1,0.23,1.66,13.7,0.058,26,172,1.04072,2.9,1.87,3.5,0,1
0,7.3,0.31,1.28,-39.65,0.821,30,700,0.991,2.74,0.37,8.3,1,1.5
0,10.4,0.44,1.06,1.5,0.145,34,177,1.04557,3.38,0.86,9.9,0,1.18
0,3.5,1.21,0.28,-62.2,0.591,7.75,56,0.9968,3.11,2.55,17.2,-1,1.22
4,6.8,1.58,0.15,-40.8,-0.541,62,178,1.01618,3.19,-0.33,8.8,1,1
4,6.9,1.36,-1.05,64.9,0.067,-63,-240,0.98882,2.73,0.43,11,-1,2
6,16.8,0.24,0.49,6.5,0.342,50,149,0.96335,2.75,0.59,10.5,1,2
6,-1.1,0.51,0.41,2.1,0.853,12,28,0.99768,3.52,1.78,9.5,2,3
4,5,0.27,0.49,13.4,0.197,58,178,0.98956,5.02,0.31,12.6,-1,1
2,7.1,-1.18,0.35,1.4,0.138,24,-238,0.99212,1.29,0.68,10.4,-1,2
3,5.8,1.5,0.43,2.6,0.53,130.5,210,0.99314,4.02,0.61,6.7,0,1
3,9.1,-0.01,0.2,16,0.044,41,-312,0.99862,2.15,1.6,4.7,-1,2
5,4.7,1.225,0.18,1.9,-0.281,-52,68.93,0.98746,3.76,0.83,14,0,2
3,-2.2,-0.79,0.02,2.5,-0.572,22,354,0.95705,3.48,1.99,10.6,-1,2
3,0.3,0.27,-1.15,11.8,0.053,27,164.83,0.94754,3.11,0.6,5.3,0,2
4,-11.1,-0.76,0.26,-16,-0.184,131,-229,0.98998,3.32,0.2775,6.1,0,2
6,8.9,0.24,1.41,-49.05,-0.561,16,132,0.996,2.99,0.37,12.1,2,2
0,7.2,0.84,0.32,43.7,-0.005,442,186,1.00398,3.19,0.4,13.6,-1,1.24
6,7.3,0.25,1.35,2.1,0.034,163,177,1.01028,1.96,0.4,7.8,0,3
0,-0.6,-0.45,0.34,2.7,0.495,-188,121,1.01369,3.14,1.62,12.4,-1,1.27
2,-3.8,-0.98,1.64,14.3,0.067,-25,178,0.9976,3.3067,0.54,9.5,-2,1
0,0.6,0.53,0.49,9.279,-0.039,294,25,1.02261,2.8,0.39,10.076,-1,1.22
4,6.1,0.41,0,1.6,-0.094,-163,87,0.9914,3.27,0.67,17.3,0,3
2,2.4,1.47,0.38,11.1,0.334,151,466,0.95808,2.93,0.5415,8.7,1,1
0,6.2,1.55,1.31,9.1,-0.133,-255,78,1.01706,3.06,1.81,13.8,1,1.44
4,21.3,0.27,0.3,-14.1,0.459,263,443,0.99364,3.79,0.34,6.2,0,1
0,6.8,0.15,0,2.7,0.123,105,359,0.97615,3.44,-0.3,16,-1,1.21
5,7,0.15,-1.38,53.6,0.273,-205,149,1.03876,4.04,-0.06,9.5,0,3
3,8.9,0.62,-0.86,-48.9,0.176,52,64,0.9986,3.16,0.88,2.4,0,1
0,7.1,1.12,-1.23,11.2,0.05247,8,29,0.99432,3.67,1.33,9.6,1,1.19
4,6.7,1.2,-0.12,2.9,-0.132,52,161,0.99718,3.02,0.62,9.5,-1,2
4,7.2,0.46,0.82,6.966,-0.433,259,-267,0.9976,4.27,0.42,8.7,1,1
4,0.8,0.2,-1.22,0.9,0.023,247,87,0.99062,4.38,-1.31,10,0,3
4,12.2,0.21,1.16,10.65,-0.213,219,367,0.9972,3.17,1.3,10.2,0,1
4,7.6,-1.35,-0.95,-27.9,0.043,25,136,1.0064,3.11,0.4395,10.3,0,2
3,4.8,-1.02,-0.22,2.5,0.103,6,20,0.94447,3.15,1.98,10.5,0,2
4,7,0.93,0.58,24,0.045,40,120,0.94276,3.57,0.44,10.9,0,1
6,-17,0.39,0.24,-33.7,0.17,45,138,1.00199,2.87,0.5048,11.4,1,2
3,7.1,0.12,1.27,12.5,-0.237,-201,72,0.96888,3.17,2.07,14.2,0,2
2,9.2,0.58,-0.51,3,0.081,82,154.65,0.97726,3.23,-0.85,6.8,-1,1.39
3,5.8,-0.64,0.26,3.3,-0.23,40,153,1.01988,3.34,0.33,5.4,-1,1
4,14.8,0.28,0.28,1.6,0.008,90.665,556,1.00715,2.97,0.34,1.9,1,3
0,6.8,-1.68,0.57,5.9,0.385,40,-206,0.9938,2.62,0.57,16.2,1,1.41
4,6.8,0.32,0.23,3.3,0.026,15,109.86,0.9896,2.93,1.86,15.1,0,3
0,10.2,-0.275,0.36,-11.8405,0.251,152,14,0.96782,2.06,-0.99,10,0,1
3,19.8,0.22,-0.44,7.7,0.303,-136,-201,0.9954,3.44,0.55,10,0,2
5,-6.9,0.63,-0.59,76.4,0.042,-69,104,0.9911,2.99,0.56,17.3,0,3
6,0.6,1.77,0.6,0.287500000000001,0.032,32,148,0.99458,3.15,-0.17,4.4,1,1
3,13.3,0.3,1.02,7.7,0.052,57,-330,0.9959,2.41,0.39,9,0,2
5,-6.8,1.52,0.35,1.7,0.06144,-263,286,0.99524,4.34,-0.4,11.8,0,1
0,-2.5,0.39,1.73,5.3,0.169,32,162,0.9965,4.04,1.7,14.2,1,1
7,20.7,-0.81,0.48,1.2,0.029,-65,75,0.97293,3.33,1.49,17.4,1,4
4,8.3,0.31,0.39,16.463,0.06643,285,289,0.98423,3.31,0.77,9.3,-1,2
4,13.2,0.16,-0.97,-52,-0.001,58,152,1.04204,3.82,0.5275,3.7,0,1
4,-2.5,0.3,0.38,31.7,0.427,166,86,0.96511,2.71,0.58,13.1,-1,1
3,6.2,0.21,0.27,1.7,0.002,-127,150,0.9857,3.49,0.71,13.5,-2,1
5,-1.7,0.13,-0.98,35.5,-0.07,32,76,0.9914,3.21,0.76,11.333333333,1,3
4,6,0.94,0.3,-44.4,0.043,43,153,0.93194,3.63,2.4,10.6,1,2
0,6,0.39,-0.91,1.8,0.711,-115,-66,0.97552,2.62,0.75,3.8,0,1.43
6,-5.3,0.34,0.26,1.9,0.038,19,138,0.9893,3,0.12,12.2,1,3
1,6.9,1.54,-1.25,1.9,0.821,25,136,0.92505,4.48,0.6,10.8,-1,1
0,5,0.35,1.62,-20.45,0.062,-43,-209,1.0002,3.27,0.64,9.1,-1,1.26
1,-4.2,0.015,0,21.9,0.102,-226,352,1.02654,2.26,1.85,10.7,-2,1.29
3,6.7,0.31,0.88,-1.2,0.04,129,-48,1.04128,2.31,-0.64,10.5,-1,2
0,9.5,0.475,0.49,1,0.58,292,131,0.98144,3.35,0.97,10.8,0,1
5,-2.1,1.34,0.69,8.3,0.43,54,42,1.04101,4.52,0.4,10.3,1,1
4,7.3,1.43,0.22,1.4,0.044,216,233,1.0158,2.51,1.45,9.9,1,3
6,5.8,3.09,1.55,4.75,0.033,-132,117.7,0.991,3.8,0.4161,5.8,1,4
0,7.4,1.58,0.37,13.5,0.847,338,192,0.96231,3,1.19,8.692500000003,1,1.41
2,-4.1,0.82,0.31,124.8,-0.448,37,270,0.99013,2.63,1.98,18.4,-2,1
4,-0.3,1.93,1.39,-71.3,1.229,38,309,0.9914,3.8,0.67,10.8,0,2
0,18.5,0.95,1.81,0.0805000000000001,0.0844,-169,54,0.99754,2.76,2.49,17.1,0,1.27
6,-4.6,1.29,0.65,-51.7,-0.101,28,98,0.97283,2.69,0.37,7.3,1,1
0,7.2,0.5,0.18,2.1,0.257,12,-225,1.04133,3.6,1.8,9.6,-1,1
0,3,0.36,-0.69,19.35,-0.19,67,207,0.95701,2.33,1.08,9.1,1,1.28
4,7.4,1.29,0.31,14.5,0.693,102,50,0.99727,3.1,0.5,9.2,0,2
4,-3,0.34,0.3,-52.8,0.059,24,152,0.99615,4.53,-0.12,11,-1,2
5,7.2,0.88,0.39,-24.5,-0.253,-180,371,0.98535,3.76,0.3859,9,0,3
6,5.4,-0.29,0.41,12.9,0.351,79.5,203,0.99742,2.77,0.78,10.2,2,2
4,6.8,0.9,0.05,2.4,0.053,210,68,0.9879,3.15,-0.48,1,0,2
0,7.4,1.3,0.29,6.8,-0.049,31,113,1.01057,3.13,1.21,8.1,0,1.19
4,6.9,0.2,-1.12,-38.8,0.032,269,362,1.01815,3.48,0.27,11.4,1,3
0,4.5,0.605,1.68,-91,0.073,19,-157,0.95666,3.56,0.55,9.9,-1,1.29
2,-16.1,0.33,-0.62,1.3,-0.524,246,293,0.9476,3.28,1.34,10.1,-1,1
2,4.5,0.2,0.49,1.6,0.076,224,143,0.9937,2.39,0.577,9.2,-2,1
3,9.4,0.33,0.3,23.3,-0.167,82,361,0.9886,3.24,1.11,8.2,-1,1
0,5.8,0.27,0.3,-65.4,0.087,21,94,0.9944,4.78,1.07,10,-1,1
5,-0.5,0.35,0.3,2.9265,0.339,27,62,0.96749,3.73,-0.98,0.3,1,4
5,2.7,-1.14,0.91,2.3,0.457,284,-306,0.97834,3.06,-0.13,12.9,0,3
4,16.8,0.15,0.2,14.4,0.05,204,-138,0.99666,4.37,0.41,10.3,0,1
1,6.7,0.22,0.69,25.1,-0.445,-85,521,1.00106,3.1,0,11.2,-1,1.3
3,6.1,0.22,1.3,2.8,-0.05,250,-262,0.9908,2.95,0.628,11.17366666667,-1,2
2,7.3,0.32,0.48,13.3,0.06,247,196,0.99015,2.43,-0.05,7.6,-1,1
5,11.7,0.18,0.33,8,0.056,21.6,188.045,0.95886,2.69,1.91,8.7,0,2.66
5,13.2,0.17,-0.69,-19.9,0.047,281,154,0.99152,3.16,0.94,6.4,1,2.43
5,6.7,0.3,0.29,2.8,-0.255,37,142,0.96524,3.31,0.63,10.1,0,2
5,4.2,1.1,0.26,54.8,-0.102,257,132,1.00979,3.25,0.5181,10.2,1,3
0,-2.3,0.24,0.02,7.5,-0.461,27,63,0.9916,3.68,0.79,14,0,1.39
5,4,0.21,0.19,9.25,-0.012,73,142,0.9945,3.05,-0.51,12.4,1,3
4,16.9,0.855,0.09,5.5,0.076,9,23,1.03737,4.75,0.23,12.7,0,3
2,-3,0.29,0.35,-59.3,0.038,280.5,-222.5,0.99263,3.15,0.47,9.9,0,2
0,11.8,-0.24,0.12,52.8,0.048,40,150,1.02905,3.24715,0.46,12.2,-1,1
2,2,0.34,0.15,58,0.053,61,181,1.02599,3.1811,-0.74,8.3,-1,2
6,7.6,0.27,0.49,32.7,-0.201,67.4,-25,0.9912,3.31,2.02,15.2,2,3
2,18.7,0.29,1.71,-4.05,0.382,4,-205,0.96659,1.97,0.32,11.4,0,1.5
5,17,-1.23,0.3,-59,-0.229,30,36.66,0.98995,3.34,0.89,12.5,0,1
5,7.8,0.545,0.06,-28.1,0.087,27,61,0.93832,3.42,0.86,5.7,1,3
0,8.3,1.395,0.01,28.8,0.07,5,130.2,0.97604,2.08,1.25,11,0,1.22
4,18,0.52,1.27,26.8,0.012,-237,88,0.99,3.01,0.33,13,-1,3
4,7.4,0.25,0.28,-34.85,0.028,92,512,0.9903,3.43,-0.54,11.50966666667,-1,2
5,5.6,1.45,2,1.25,-0.13,567,127,0.98984,4.49,0.6,7,0,3
0,3.8,0.1,0.14,1.6,0.027,-88,125,0.9893,3.51,-0.66,11.80166666667,-2,1
0,7,1.27,-1.25,1.4,0.222,27,154,0.996,1.25,1.9,9.2,0,1.36
5,-7.3,1.2,-0.48,-2.15,-0.076,225,130,0.94311,3.25,0.42,9.5,1,2
